,0,1,2,3,5,6,7,9,10,22,23
40,(-156.4382960160648-499.40708245000457j),(-37.40579584141239-351.76818372715894j),(62.809245673774626-272.56841672333735j),(224.87109127987196-252.98071914290966j),(-158.108127739611-526.859949100055j),(-140.45929036961098-348.62435804176624j),(192.57083712936117-346.78229002318943j),(-138.5882597128359-641.8062427271951j),(143.45792800528653-464.6571463933387j),(-146.56434227648444-499.8771577067355j),(52.553114336085486-392.64017614232694j)
41,(-233.70781626974116-460.98138497943955j),(-82.70810597021607-349.60056337952545j),(27.35118757426089-289.46054248736453j),(204.5821087863911-278.6443774537251j),(-236.63826962088757-511.6881580997676j),(-191.23581360609225-316.97238985238016j),(148.65923610677575-365.8486736961381j),(-226.07162034733406-617.2324363628729j),(91.56677920381463-467.4811698756222j),(-228.19251518890695-464.93053077120584j),(9.638140310831039-400.28414138714317j)
42,(-319.0370516623775-445.7728401047731j),(-157.64396927033908-341.5393804544888j),(-23.332415312750605-303.96261147550325j),(149.21893803698345-331.12287617363535j),(-332.39950194642114-479.35850261711465j),(-258.0118338152136-291.8686119998865j),(79.66704467584597-407.62448100124504j),(-350.2595684212776-581.4991296887325j),(-0.9838644903027278-507.2784329457067j),(-332.9238376129676-440.4500913685437j),(-63.959605902665885-412.72194167750234j)
43,(-377.932865223197-403.2685295059912j),(-199.8472766307276-334.9266207031515j),(-56.29976881340775-305.61970170608174j),(121.93741595969935-361.8339612521071j),(-398.4636967132547-434.7733561590705j),(-311.52330991422616-273.6160128456818j),(34.56903313036255-426.52041897236575j),(-422.10273036965754-572.4800160575098j),(-55.74368433171206-515.6336031669197j),(-392.6767925143284-417.8033799345094j),(-127.94319553128503-422.62872203623954j)
44,(-445.96463579591534-331.04025756081774j),(-239.03928306651622-311.962156010156j),(-113.99909236717798-301.5744196254176j),(57.025647509727776-375.6746482017074j),(-470.314739582335-371.41385269641813j),(-355.4061670139265-231.3361179662518j),(-31.280304172479543-436.3234429742562j),(-522.2387926595492-491.3628579974164j),(-149.1142559049548-500.34180772112506j),(-431.93228073182706-356.73895319344814j),(-181.752641259036-387.45888613583645j)
45,(-534.8888601950146-309.892505617061j),(-307.83172325534804-286.6396041621114j),(-143.91164240251769-298.23598987852245j),(37.76098346305684-407.04496539404875j),(-566.9710957219474-348.53351570954857j),(-397.033581805863-173.28629054107213j),(-90.77788367282452-454.18778267836154j),(-617.6866262161286-461.43810346684694j),(-207.34233893105701-518.0687385170595j),(-533.1627941667043-303.7363223928449j),(-251.4696852139953-390.3013436397863j)
46,(-560.3564008030296-204.57608922179577j),(-338.7947554642292-226.15056293202196j),(-189.92509411335269-269.50719455126324j),(-34.403356615120394-396.3234131238056j),(-585.3918396115345-243.86054000949082j),(-423.85217414949017-116.46063225306426j),(-142.72757839199062-430.39127869476334j),(-642.7749404444612-357.84452302399654j),(-277.57109436458086-469.59022019064304j),(-574.3976518766079-222.98248713040795j),(-294.06227711705446-355.4388583362538j)
47,(-606.3951919985115-122.65485364512804j),(-379.70013233298647-189.7595971119591j),(-231.13194340344194-244.2432126481643j),(-98.68399778228061-392.67423174604835j),(-625.2641299431459-162.2381663672373j),(-431.3196694968296-60.588869622652034j),(-224.34477220890795-406.41082619095664j),(-711.0452562749135-244.6295673142127j),(-359.3387134239314-443.1972332373376j),(-599.598184885525-117.52272352733758j),(-359.7877950460257-311.21529518556997j)
48,(-624.6293401043956-43.55162983679503j),(-403.6292224450141-149.02718974497463j),(-263.2360310869142-224.1443825664567j),(-126.99851039672747-385.07707431074476j),(-684.1387450526503-71.08042323620062j),(-439.8751704542362+6.190264660023743j),(-254.37848580677527-411.6157787852845j),(-749.5377470989309-161.21273581045412j),(-409.4741380802993-413.1685101714521j),(-630.8052955326743-79.70241092686605j),(-387.57987184749715-270.2593217813058j)
49,(-624.7849987255228+29.549232044876398j),(-421.74281479608067-88.74631598055998j),(-282.65557310639457-185.8985696512527j),(-175.84415210212532-386.8861764796531j),(-664.1422689555951-20.299031500404737j),(-443.1925034229871+51.869275067509186j),(-306.9249780187362-372.3792413130056j),(-750.6691476024147-76.03989625314148j),(-429.2115415113974-357.22856918735664j),(-626.7792288919647+15.842382924354666j),(-430.3867945435848-225.88235672341486j)
50,(-638.3728122520347+85.41516507444143j),(-441.0600915787872-29.56675201262069j),(-308.5485964959617-178.7166089316618j),(-198.5288976262764-352.2608260971302j),(-652.962686580029+33.28000041162902j),(-451.3630882894374+92.6015135221254j),(-329.86332093536527-345.671823319716j),(-776.9892182715237+1.2942944577728586j),(-472.9159517834545-307.8410468572626j),(-633.1532055200981+73.20621233264134j),(-448.49924010982386-198.61036662099764j)
51,(-624.3967738170304+156.48843028344137j),(-464.1178436974906-0.8865718989223588j),(-341.2610930641404-142.17884216617514j),(-258.8951919042497-341.45121828365563j),(-663.9663412707624+117.5067119488296j),(-453.9596181109236+148.16095839727217j),(-383.776250919202-323.2601395190499j),(-792.5027285269874+98.95903042172941j),(-526.6139414057574-248.07392107400022j),(-663.7679575687537+143.68856399096745j),(-489.04121110421505-137.3500826342509j)
52,(-599.8243352967645+257.21721805706477j),(-451.8879496614214+61.45214431492887j),(-351.5489677103333-88.5525942300673j),(-316.35166798590546-305.0639055720836j),(-638.3363489507018+248.67165916085872j),(-412.8626686688424+226.94785550121927j),(-427.79619903884486-260.6211325965819j),(-784.5867739643843+201.5888370198284j),(-573.7532217707434-186.92490019271668j),(-615.0465752573373+248.60475819010577j),(-502.18870785584454-60.355158980645925j)
53,(-616.4890240386671+254.17408904984902j),(-452.6340222855756+65.29582895909309j),(-346.1622093920265-90.75572232652362j),(-298.03101872576366-308.41965789522095j),(-669.7449506201579+236.19343442702893j),(-418.3292553124638+222.27001077291536j),(-440.26909448497406-255.2386347485638j),(-774.2481141009846+196.30772788538732j),(-568.3174539238945-188.24623758237902j),(-612.8468430432545+246.5296305218609j),(-491.7875867308863-67.56040747882342j)
54,(-571.3013987309827+362.17443796082694j),(-452.03217364772985+141.26826395989744j),(-359.6993989481367-24.52309695998594j),(-349.22267747903794-261.41966459533114j),(-633.4997353979046+348.8075789097635j),(-377.3802336704735+293.0488263200629j),(-467.0681495322542-190.56478938264107j),(-765.3368829190092+332.82857077936745j),(-606.9838042870263-108.47919045786594j),(-562.622562170745+379.67957266308576j),(-510.9986727278267+31.744220571410647j)
55,(-532.421606484063+423.24439243149203j),(-438.8407732287437+182.18829443852013j),(-381.3209011615049-3.452225008345117j),(-372.0190384418902-244.86559661413693j),(-599.3278945207118+421.5866245117335j),(-357.218395621322+340.85968468123696j),(-515.0372260655824-145.76376032785333j),(-741.608936593053+415.1448448473266j),(-624.1820354200945-50.52584806678785j),(-547.8766662701931+402.4603760842206j),(-518.9307172041804+57.009998536784686j)
56,(-526.6169434365036+484.93017760243004j),(-433.1235465582021+242.82867790452983j),(-382.8172630098124+46.092729443856825j),(-428.50676978745935-202.77177548228724j),(-567.9149292900615+486.51780247351894j),(-322.23349044706407+392.04076458370827j),(-548.4911925050684-91.36077391666913j),(-726.2277270139084+532.8562513651739j),(-644.9085328810838+15.013940580165444j),(-511.29494515403957+520.5317614907268j),(-524.1415854578872+118.57489967783455j)
57,(-467.26945154316047+559.4076898168249j),(-395.1270986474457+290.7220707925561j),(-383.3902647720471+74.55381604409756j),(-428.39037491407225-164.64411413296816j),(-499.14887045112965+543.5934931802159j),(-274.0208319580229+408.18606160047193j),(-541.1329915892875-40.423176960565776j),(-690.3159636367782+567.0852989555011j),(-629.4413752065697+71.65750394077277j),(-468.4801512785713+530.7418164702991j),(-526.0893950012946+188.90016886953077j)
58,(-441.2873152244423+574.5334915268911j),(-406.89327935851185+315.98979499672475j),(-389.55843825619144+97.48279048490735j),(-453.6026449661496-160.74351846270963j),(-516.1934374421835+598.7725519999225j),(-268.58558357076436+441.02389597446495j),(-564.908664297691-25.50522952348225j),(-627.1721768109085+623.654208780788j),(-665.0892383527963+110.34822449173119j),(-443.8538633752426+579.2654580354149j),(-530.3891795226399+215.68143607371218j)
59,(-350.60182048777483+609.8884471387531j),(-351.71318271703103+352.088755704317j),(-362.0895602265199+137.6601388326664j),(-461.0263089689496-111.41353738096001j),(-430.6617250658506+631.4586990348404j),(-205.2312753075001+462.24379154202825j),(-554.23472062076+30.839547753444208j),(-557.0469911863742+683.7998105363656j),(-623.5459190787101+164.98564875884242j),(-359.9266013910428+617.4288469410599j),(-497.2320209295711+258.94619347290933j)
60,(-291.4997740334147+635.7827629025071j),(-338.35610835226595+379.25430347514776j),(-365.6775235396462+166.99317021293245j),(-462.89191156408197-61.73031486673916j),(-362.4375763023458+663.7271020292199j),(-174.54316787570377+502.21332078183286j),(-567.1778497622723+70.82304203770755j),(-508.8187375094618+708.1763932248859j),(-615.1908465886831+199.67200648607547j),(-319.75820028044933+654.4276591979924j),(-481.8089701439048+286.9603371214959j)
61,(-295.2598898344714+709.9873268861861j),(-310.96104444320565+421.4820628036259j),(-372.06345571284817+199.33340033756437j),(-500.1855275285016-36.31920723269118j),(-328.5398514390477+727.0064607192091j),(-136.17846267604563+525.7076871729786j),(-578.5619338231705+122.10896454210621j),(-481.27966676658485+824.4314715627229j),(-635.5069203941064+273.25766760988796j),(-260.34444950067973+739.3080425935393j),(-485.1405261791883+347.50842611287226j)
62,(-180.4618272287336+712.5871992106917j),(-255.28138270206708+451.01666190427085j),(-346.8605511594384+229.1635212565442j),(-500.39491040401407+2.522781172728581j),(-235.04305973238857+747.2759872765963j),(-104.91703659758853+534.1661256366301j),(-542.742805982181+163.27867458829132j),(-382.8264977004839+847.1677801838474j),(-589.4317002800411+348.61399810798605j),(-193.39306354903653+728.4245405468599j),(-441.2429678817765+391.9123125190441j)
63,(-169.11228245500396+773.5795036003769j),(-244.13383559866404+460.30431479378365j),(-334.29903461115407+266.6715984131998j),(-496.4032403689725+28.32753249739887j),(-188.17028216241337+859.0490058376431j),(-38.62443787051062+559.2014289895288j),(-553.8596089474057+202.66569574537917j),(-366.1095366504217+805.1753867616623j),(-610.6654334066085+384.685905383529j),(-158.01443906210403+743.5377969588358j),(-413.6183685073236+428.88191435417343j)
64,(-35.29799772447987+766.7628442403169j),(-175.20256376530554+513.4217382033612j),(-304.77288042341087+305.4701926091649j),(-497.12862546529027+88.01438011993116j),(-82.46463260398212+859.6548256985618j),(11.197978775290574+579.7577350013843j),(-567.036510977315+304.2183921366794j),(-255.07141654138297+950.4010280994695j),(-541.7819430019441+442.63688957191414j),(-36.22298514679939+766.3405065522085j),(-355.6044318844429+494.25517876061554j)
