,0,1,2,3,5,6,7,9,10,22,23
189,(-242.06757631927752-814.9500349910226j),(116.37246606376156-590.4892480158016j),(453.93258476078904-182.04949809021053j),(376.52994744115773+429.61319351408315j),(-95.37768528877073-948.488812313104j),(-313.7538937812494-524.9298514076369j),(690.5234555292456+49.72220620175096j),(167.75063307634488-1055.3809368095992j),(771.9968448905867-114.01367496884282j),(-317.3719523270587-837.8870493128464j),(505.19966402069474-506.94175891303627j)
190,(-246.95875039241278-833.5336991512778j),(110.83083715451407-620.2323598937912j),(454.54937592710104-187.769435261043j),(368.91943611020463+456.75767664142427j),(-129.6987117512541-938.8521669197112j),(-333.3065439459309-563.439709754934j),(730.4837869762118+66.75527831632716j),(140.7542119654785-1053.7727303444033j),(780.8783720938518-114.56603326545542j),(-313.3581580769394-847.9642658058925j),(547.0378538388246-525.3966404445215j)
191,(-228.3077404052356-802.4900553853886j),(132.49442254183867-589.9261134830306j),(459.16709298240136-180.61199478210608j),(335.61283499448206+450.3527721834228j),(-79.08753060387673-908.0376177927917j),(-295.1909148667614-530.4261098234756j),(692.8132697108102+81.00211094873382j),(166.08924277191701-1038.296850380546j),(771.1649808347095-94.91321664637294j),(-284.57046920401876-831.3031058686681j),(528.8775869903958-482.8338206433743j)
192,(-218.1454579254036-815.9973736361046j),(126.89923603085285-607.0032669858684j),(468.7919363910739-172.65922449578807j),(352.80851383008786+465.2363070798903j),(-94.05087630181447-929.2207826845217j),(-313.0969396280847-554.3985847301008j),(721.456564807498+89.42712171302065j),(162.0178611973224-1097.9022278978684j),(792.3542598466838-101.08799346517077j),(-316.69131033682993-871.0202898842053j),(546.4410998049146-515.7247162050044j)
193,(-227.88631889899628-858.061594313448j),(92.24291979878929-607.7285802762696j),(442.3590700754969-182.19323996129629j),(336.03519793350756+448.2054870392671j),(-131.9271127394399-911.7589423357451j),(-308.51945586647264-525.9678263696555j),(705.1440004310283+83.71530167127835j),(78.70822943141786-1067.2147119429376j),(804.3504346680357-109.86152509213858j),(-311.7550483491751-813.7175209238084j),(506.39253258101064-523.2619481526239j)
194,(-240.79661003539684-816.1090455080379j),(126.76703168787769-601.638803487815j),(453.44639153787523-185.14893734460819j),(336.16363772482305+482.5052108094654j),(-95.33488241336968-920.8399051374118j),(-314.3103251995807-546.0609283483315j),(695.8072907274817+103.55854529488832j),(114.79631216199083-1062.4521327667476j),(809.4470806963728-112.87303897525622j),(-319.7434789479857-863.4393114594465j),(534.2989707977144-494.7033790557893j)
195,(-250.85271842265558-826.5646980788638j),(118.89355515219505-588.5711251920015j),(472.30015147678-178.87625996820012j),(334.70128477216565+464.6547057703522j),(-117.0601832516172-940.3066600430063j),(-299.17416098793154-555.2865107914066j),(725.9986433452248+95.16154760790405j),(141.46417568293487-1088.7390092734956j),(821.8109696804447-81.28472717488435j),(-294.2325512970866-847.2655132843437j),(519.0121128180376-509.81958574929143j)
196,(-269.14091103401046-892.2141930903236j),(146.7998287559358-636.5159369821936j),(477.4668045458536-158.0375612282356j),(326.3926084231838+502.72003696442874j),(-74.007258593677-943.1120747714249j),(-308.29283803091886-579.7253641356982j),(757.8778905550167+140.57787159800506j),(152.4418500704185-1152.8776810799673j),(832.9154687967127-59.63081707318261j),(-328.5301599907561-898.882563320467j),(579.2066992867594-519.0773814003429j)
197,(-294.77609861440817-852.15479652192j),(90.87768492445595-618.965979108915j),(476.2721553255877-193.538841384316j),(354.75919318797776+464.19065538763107j),(-159.76401812534897-912.5155746159031j),(-360.5762367214846-544.666515413837j),(738.4866085498867+79.12641393042938j),(99.61209958155746-1085.7297771392914j),(813.4905570648046-158.97041489939298j),(-370.5896744013896-846.4630082965832j),(532.7784309536104-536.7177980753693j)
198,(-249.10968496248637-818.9540163654791j),(122.4189290337511-608.4204227449491j),(456.71180354381556-152.51269840874036j),(317.95497327797324+466.3823565272436j),(-47.52690404133985-882.6393914453171j),(-309.53004784382136-536.5773132623523j),(706.8818660156313+117.17523798838145j),(113.97865132138931-1038.4200299900647j),(789.6271575962105-56.2049677473386j),(-307.9687347346541-799.9901156743088j),(530.161133709958-490.31335140682563j)
199,(-271.5743486981246-810.5055948877666j),(87.62227056878032-595.7035727904005j),(436.5396090934081-189.91768401607612j),(328.61470821212356+451.5232417993061j),(-170.3896247543943-877.4958420872704j),(-316.6975052319558-510.07266145908335j),(699.8555407486721+77.13099124254528j),(83.25450226462307-1032.39188881997j),(773.6010143827187-111.47984601480249j),(-387.1581155836906-803.8553928141047j),(496.14479829829-506.6510537847461j)
200,(-223.91617506518133-790.7301911685598j),(145.28168709191175-588.0994839165131j),(442.0347460556363-147.05885381499198j),(278.93100099568056+464.2859946502425j),(-91.15572667866441-901.399701628171j),(-304.38798327395114-531.310749062926j),(663.9030561865115+146.26709170413127j),(160.54154874677062-999.5322606710465j),(766.7569511045232-46.24160612734988j),(-272.15701904218827-808.959945264343j),(542.5890404734881-438.44735455157826j)
201,(-257.43181852799984-831.0691080287788j),(111.54636454267187-606.3148418069268j),(457.554963122973-178.75148511656334j),(311.58355035800395+466.8188770227269j),(-146.0735527819272-919.4979566285384j),(-349.2918363478792-548.6784910863895j),(716.501176246527+110.30350267297219j),(90.06492396917761-1063.419262781751j),(823.532524602147-96.72059054586563j),(-322.0892837959796-827.6663506747735j),(523.8066891910555-503.2172380799509j)
202,(-267.1319617983519-825.7016829218212j),(106.59084640734704-632.2137759961868j),(463.34361055928065-163.79524003365043j),(298.6552126205579+479.73480707708495j),(-125.1309699485064-934.3946379988847j),(-334.50572285897135-539.8955704017148j),(697.9031467339555+144.07975488222527j),(156.71301328086557-1035.1219295112692j),(787.9961665548576-80.33329338647579j),(-337.4655654127421-832.514093764479j),(552.789825659935-525.8907085794299j)
203,(-211.1327932938899-795.8510499050699j),(137.1983101697224-595.3973474879779j),(470.465218329341-149.55750789923493j),(285.3702246151396+493.6621500351561j),(-106.94925800304006-927.044292453587j),(-319.14751548309806-538.7583271731551j),(691.8588246571443+144.00153733307008j),(165.06104420471937-1050.536977935836j),(792.9050991263017-42.60600542054722j),(-311.0983449760648-846.1802321734764j),(557.0346954327314-486.7390596756j)
204,(-259.6373838158399-809.8585348722503j),(120.68216681644851-585.4142929511838j),(460.79368831707257-150.04617700518784j),(278.79216600954413+485.3854584250924j),(-114.6191089582892-907.7963166431068j),(-336.0817972827752-519.8204110837357j),(691.6353397960156+152.1563684789049j),(158.545895105285-1051.572194794255j),(790.8524345269417-26.505041577803713j),(-333.4616184827492-813.9488086369433j),(527.4568589478528-485.72966864746223j)
205,(-214.7522103468746-785.1441185827122j),(105.7173011169819-603.1513345407667j),(459.200090337137-160.69089718442694j),(301.20200912601035+472.4380533063129j),(-146.43873956325973-908.0246106410874j),(-340.8115577420559-522.7107679624052j),(703.8890152777316+155.63043428201826j),(130.61363933223453-1039.4264197488712j),(791.2203259011739-34.89818272578527j),(-333.723427061599-815.1464096942491j),(551.7053541149866-464.6999665932425j)
206,(-286.03766819077276-835.6429174912646j),(106.8637841053453-619.8420216843286j),(476.81558806691055-182.3577198423294j),(323.89371945763435+508.20375217838705j),(-151.8538714611405-968.5839294980972j),(-371.40540237737713-539.4348320023454j),(751.984047807346+118.84772394486059j),(134.55533591023857-1103.283319534555j),(823.5204147912253-69.15855345309464j),(-368.2405270749765-840.9149572853446j),(551.1590326788464-527.680467207342j)
207,(-285.28073579298757-839.1245442008966j),(112.10499872605115-627.7111254185485j),(483.68464237044094-174.8410118041367j),(297.5236251226783+508.0739704489277j),(-153.59069181081892-956.8559712901955j),(-361.51509761391816-537.1071448052311j),(747.8470515467321+131.97248346942192j),(128.46646530591394-1110.5713882786722j),(822.526487299629-61.59664830769336j),(-358.9288321520217-842.062773137875j),(554.5753152291475-531.6529640469986j)
208,(-222.97594511206705-806.6302408127922j),(121.85535390096187-626.2077805629162j),(480.5172607270137-148.1975863201004j),(266.2711992860763+542.8923708055568j),(-162.6076902340441-957.3687804868172j),(-374.887251517142-536.5668556386119j),(719.9343084503929+145.77209167051862j),(155.34895425172624-1083.5609053881021j),(813.9691409974954-65.18301404209758j),(-367.18256513775947-836.8627849241584j),(553.8139073368113-511.6159831243959j)
209,(-299.23357768542-851.9572956355097j),(133.16413887614445-601.709170182142j),(481.52674856819556-148.94572512659317j),(291.6406772745117+507.58043626843556j),(-94.70280432065013-953.2659497576668j),(-356.0319681112716-525.3765101405974j),(743.0671800329595+151.2822947940112j),(143.02600005453164-1150.7829423160845j),(841.8114069830831-25.481799996800568j),(-379.8777523968486-856.6245248382709j),(547.0698050731338-507.7119805172407j)
210,(-286.6185612310799-861.0688432506345j),(114.60729366306586-642.4187668373444j),(493.32578731573204-165.51520613364792j),(290.15936167127865+519.649839978793j),(-161.9909655982672-960.4714299107922j),(-364.20120469818335-553.0419659443174j),(742.082380110153+150.15933886656j),(128.0881624024471-1111.7953856334018j),(832.4622765673404-53.16733283321328j),(-381.53874226707376-854.9353480841999j),(569.7338079892294-524.8327228682805j)
211,(-281.3275271895942-846.905445968262j),(112.36320259084177-596.1637317215041j),(484.64534160586584-140.63382078453728j),(244.40919054781938+509.92796279564874j),(-109.12461100310045-934.7004352587114j),(-336.48262859153635-544.6027283834441j),(715.6747617396642+167.2235156489666j),(107.57003552700391-1086.9849015437376j),(828.2667017480467-50.16906956411623j),(-349.0071577224311-839.7612191963414j),(573.2999484365168-496.27863279622227j)
212,(-213.9027512106277-802.9210809814984j),(110.05537930356417-589.8935553347669j),(463.5681479918507-121.64153267487775j),(230.75063824202005+496.37028126801863j),(-131.77863063225192-900.7395345430069j),(-326.0029934925413-508.4859958515448j),(670.435627865341+179.1553292483492j),(135.9569904097878-1011.498974325561j),(789.2701260332256+39.04540773858493j),(-327.16060615371055-805.8273285766079j),(535.0864571981725-466.64442513015786j)
213,(-273.740691154694-794.693183163102j),(101.38897117400252-603.439278098762j),(467.97862473534946-151.5456964144781j),(268.54240029137264+511.2242049239537j),(-172.06174159228055-920.0663921593272j),(-359.4574723078701-507.0484821051653j),(700.2562527973182+167.4948948690662j),(140.64446106070034-1073.4606366278047j),(783.6816982985084-60.54082825777959j),(-374.67735738246114-819.716111299788j),(531.996147579816-497.6777949891188j)
214,(-261.59894673144413-836.3952963208151j),(107.74363402393381-608.5940625896134j),(475.10303049586355-156.43881206449961j),(261.23570562886084+512.0304360300469j),(-156.70062740871901-919.6510442030229j),(-391.57919678544-517.2104281014276j),(710.3985421610491+155.1678163577194j),(150.34995537209997-1056.144984686222j),(824.9182943883479-37.96245360078356j),(-382.13536369012013-829.0443729800357j),(570.9136368970351-503.67309767080525j)
215,(-258.61817901658446-830.6898305140951j),(119.4744982749841-590.0385533077141j),(465.60872398748063-132.18940235607658j),(223.58602757721331+526.9733478470424j),(-117.88199139152589-920.305157347837j),(-330.9737308621708-510.1794210882722j),(700.9310648210583+160.21876622424762j),(116.77629424382772-1044.099794803651j),(783.8026315481378-18.52659590786645j),(-372.22147392078597-809.3157640056156j),(541.2356725986452-475.32506055179056j)
216,(-269.6791661423007-820.03988819551j),(129.55605517635544-628.8047179612963j),(498.6590752709972-130.74093567737012j),(228.07037577071512+518.534423591714j),(-106.70812713503047-923.5054751452165j),(-357.9718713799696-545.2763058867955j),(709.2722284199325+188.65768884050135j),(131.29646969437553-1103.009620662622j),(792.6141118255557-2.7404178640653925j),(-364.7489127000951-828.2934746788093j),(563.4924266373176-491.86343607334163j)
217,(-261.25442664140985-802.9812812841581j),(127.45645779436101-618.1424378626172j),(489.02033116777443-149.1424558059043j),(230.81148432592303+531.2180323317766j),(-153.83103641855837-944.4248687646947j),(-368.6374632293736-522.6954652051485j),(720.9902712035787+193.3254898157138j),(183.26906183383804-1098.753109254857j),(819.4880884800975-6.311694513179475j),(-357.98050061169965-851.4456085829762j),(573.029361209184-497.4270382213294j)
218,(-258.3893741925693-814.4922706239412j),(151.81984387799815-613.9197332054639j),(475.4234041038283-119.05017910848214j),(213.33871486269638+527.6484640543035j),(-135.98208160675776-899.2872708221333j),(-348.25558381929267-508.85965595656796j),(690.642631054255+189.109411621799j),(194.93465386371236-1053.4592169033203j),(789.1476804950692+19.788577140945797j),(-334.64402113420806-806.9512350393888j),(575.5822715644221-470.1427891905346j)
219,(-265.65224646623176-807.1680089693352j),(140.4338534865286-575.2308886600403j),(464.9603750943619-100.61182592847078j),(192.8831073325308+499.49060895228735j),(-100.82799884841506-869.6576696893118j),(-319.51720013658206-513.1937671093398j),(680.9681627281465+224.8152150540389j),(173.9365474185748-1024.8675356499762j),(777.3933422815877+27.561923740656283j),(-327.26462080960187-810.4135503832294j),(546.646090614112-447.31498132541134j)
220,(-255.38926216438102-840.1129764591298j),(155.31827795135462-618.2366736061467j),(491.4366011648452-107.80508939943769j),(183.82842038306126+548.7376140198412j),(-92.26793379073864-933.4196603681258j),(-327.2538713552338-552.1705093462662j),(689.3333341165467+249.8083034637122j),(194.45845637828415-1077.668014727534j),(817.5941511580475+44.66933455094747j),(-324.5495637895629-860.9369599221935j),(585.197581191616-455.3089410331667j)
221,(-268.0903420712507-871.2567931677671j),(107.19251191816299-618.8645771380042j),(476.8035407338877-115.21599539331653j),(216.13092298518677+535.6009781947037j),(-144.6009362174391-945.9732920478242j),(-356.98283764340664-525.0381705133835j),(706.7887409210668+206.76953018758368j),(126.61965009217263-1084.3974574441281j),(825.43466035172-8.484517296629244j),(-367.42139405037557-831.0709429366875j),(586.1477967842994-490.08807696964686j)
222,(-276.8408965548853-844.4053385606146j),(132.58276222706405-641.3437752824647j),(499.5772037994751-133.0104670553698j),(212.36627963181638+559.435045272584j),(-164.97365197604523-988.323525755038j),(-370.52309911563225-541.5388198474669j),(715.5005871973452+198.75730836763725j),(125.67279857861928-1137.4308768165229j),(838.3479645733672+8.57996769041727j),(-385.94901169185835-846.3168732002711j),(585.0497484923236-473.832627283608j)
223,(-266.77712512098446-842.4720974153911j),(117.8259746707488-611.1580690976882j),(491.86039743353444-127.9520920782747j),(213.155925656093+549.4384852272347j),(-131.40235109808427-952.7280277165628j),(-360.1017306827844-525.2911545868501j),(703.8926102062378+209.90213440785485j),(156.6299097899341-1079.0200805773115j),(812.7224076931905+32.90304645914457j),(-400.1327572130848-848.897130668169j),(577.9594885384414-490.0868378355622j)
224,(-274.10693432204295-855.8334830361586j),(123.12001753338279-637.8133661960519j),(493.4682947831729-111.94758007132556j),(191.585928091327+556.3833069277094j),(-132.25042303497773-974.827947586502j),(-381.25889466597295-543.6939066504765j),(710.5631816483976+228.61422039472163j),(148.7654761206248-1118.2913272949795j),(825.5153766549223+7.491354280816012j),(-366.79040910658864-845.390419573327j),(590.8580236708812-478.6058964196292j)
225,(-270.55875717954314-842.5043100387368j),(139.1727671378617-647.2501271770021j),(507.7956289383004-109.17073250457354j),(164.62787684037355+571.4511116271406j),(-114.39034728490212-964.2692720859977j),(-359.52502912725686-574.9944208473373j),(741.0814285680962+248.77610410051818j),(176.3821477603596-1121.376685042385j),(835.1135492129322+39.387812410184765j),(-377.2907398530549-875.516841404335j),(604.0863600456097-485.27870337462855j)
226,(-248.9467640422069-870.6628198892822j),(155.54785506483879-599.8260902612825j),(486.66360480574326-91.76668754837047j),(173.5995643989211+558.6065531300171j),(-140.68817460260755-954.3619990791964j),(-347.9513539739293-538.0590240957162j),(691.6114871363305+234.3113974986329j),(176.80030694041216-1102.7578111368812j),(805.0031788454011+48.07918156357688j),(-357.6978343635491-845.4813537717273j),(601.9916117043838-466.9353744280789j)
227,(-291.0354370929662-823.8247383200278j),(119.47839022118276-617.7973812655578j),(482.73156933879636-116.69604968555728j),(192.1407530227739+542.1416538783034j),(-177.73114095485084-911.8127480661566j),(-377.4612761461141-513.9111197443294j),(691.6205045589962+224.5741593674031j),(112.0380184557383-1069.3423426112715j),(812.930914636315+37.479454837964084j),(-375.65794721105976-800.4292107855863j),(565.1502746375091-488.72026090473645j)
228,(-286.0722416290686-885.740241569148j),(180.32751918883997-637.1644016108246j),(515.1091455372024-90.85574840842347j),(149.25532069127252+593.5500096730173j),(-107.00288464775424-1022.7346407563086j),(-361.9235690540114-573.2275796547783j),(694.5846225933046+294.7508704503072j),(206.49351966280267-1118.0913404215473j),(838.9002035097988+108.30441925461783j),(-317.6151717469389-845.5313301295105j),(631.7420697248598-465.6751164844307j)
229,(-262.0931698233792-809.0841048806383j),(129.86540393035352-599.537010651417j),(482.68468312718556-102.92685611151816j),(144.68801818821885+545.0437411263125j),(-140.1013896933829-921.9023197382189j),(-345.3733653487375-516.6642827144402j),(684.9581097585478+257.7485167296434j),(200.48802861755755-1058.7595336083773j),(800.530438723282+56.680501569317755j),(-348.11063859461393-821.6476176352111j),(608.8735583979585-461.2079067193337j)
230,(-297.41644606138857-849.0028133050112j),(116.70817706126572-620.505805567491j),(507.3363755929748-109.46938554969745j),(168.30650691068453+578.5281879791096j),(-177.56592701546768-973.5186429913197j),(-391.00996219363464-530.6512845866929j),(695.064739939235+247.48507871747734j),(171.94016556855513-1126.7745582335085j),(812.1965023578426+39.32487621246338j),(-401.36502395664473-861.9263990722445j),(612.0852638797061-496.2514315436027j)
231,(-217.58274038919197-771.8493667237077j),(132.9916607150745-576.4506875078506j),(453.2851628022073-73.52650393577534j),(121.21502846228388+534.2536349374086j),(-98.10608235081907-897.1933658213995j),(-341.15349801583176-494.06606478475555j),(623.9982082379645+279.00403625981284j),(202.08298107726065-1033.4962680317017j),(748.8741447827263+93.55600548623435j),(-334.69168320211134-805.6226245074132j),(551.5005329760744-402.8355201196307j)
232,(-255.1909818101367-861.4365514752701j),(146.5891918739546-600.0553745793729j),(500.1648001089031-97.95521844351813j),(130.30251535008793+563.8817741667503j),(-123.3251958887133-966.7486224194768j),(-365.2079941434298-536.43873437288j),(684.2526190130245+301.8504041416283j),(166.24552888810675-1073.3594622863836j),(823.3283157305802+77.43479174527958j),(-372.6770127456956-839.2926632485727j),(615.6007581978796-456.06632010558207j)
233,(-225.38482547563123-820.1549231856227j),(129.56926180842234-612.3842266912233j),(494.5454935282621-58.00791384563075j),(120.13464730550528+551.547441241643j),(-65.78723921144982-928.3381260371248j),(-343.5948163300349-527.9900368032365j),(654.3958875931036+317.02718551615936j),(205.43420286665486-1046.272308098462j),(790.8854183102147+101.65656682853405j),(-319.61093379723945-842.2623842908696j),(589.972062016947-410.2836841368669j)
234,(-252.6266609632838-813.5481636944619j),(176.44349786768538-607.2005588025852j),(500.6904846042947-80.51160612111377j),(135.68961207030512+571.2692948760081j),(-129.88323886494442-945.0988816330427j),(-363.7441287963299-539.8855774192381j),(687.0508433239434+321.7550065122649j),(186.1061111204292-1049.1783847755457j),(805.1510461215859+78.94193922351485j),(-347.42904473207034-837.146036650056j),(635.0535233590547-459.0570004037693j)
235,(-285.97585230693494-815.5508187696739j),(147.13616251313854-617.0357629941846j),(498.054890568845-92.57355281182262j),(117.07367488849702+559.3765971033379j),(-163.58892145240532-915.1033721245452j),(-401.5917900848631-527.4185822217579j),(665.3118734913297+289.7723236177991j),(162.30167385600535-1100.8969422375724j),(811.785311597897+75.64244182466732j),(-386.67844459316717-831.047826979212j),(611.2460350732076-439.7840722057505j)
236,(-263.88475311525946-821.5487411209539j),(151.14159106848865-617.0384728775609j),(495.5959306220077-74.10857555119972j),(110.16402502170007+573.4138646504999j),(-121.47385221033005-942.0371892534694j),(-369.8375089259037-515.4169376185503j),(688.1322896825922+297.24858278196535j),(154.21137423395078-1083.2659004639268j),(829.005434852272+121.50803663731651j),(-369.1626309097275-842.5116806255404j),(648.9058947098796-445.49218275621547j)
237,(-261.0591706775154-823.0157305941731j),(159.27759964049605-607.9373961274964j),(508.12791259358255-62.0312807380302j),(101.71580560142097+583.2751937351437j),(-102.3681136242694-960.0920767586616j),(-365.9932726291429-549.2683531611056j),(669.9671929861848+339.7840555055548j),(242.691837073764-1069.569353610248j),(814.9324926062793+96.80790225027098j),(-333.43301704216833-877.1252984319557j),(618.7411795990904-451.59823383727905j)
238,(-250.94807490559862-816.8458059679211j),(133.88018209507493-616.7164625880728j),(512.3798809863385-91.19262783319944j),(101.17895172472893+570.984618242229j),(-135.061679621461-982.1605669963727j),(-390.41849572008806-533.7751649430613j),(690.8579377575944+303.4096728824594j),(183.89417832544459-1102.0531176036245j),(812.8809901725681+130.69953139595054j),(-408.2667969978019-844.0017040611534j),(621.6901544359962-443.6959908571835j)
239,(-234.06967194132784-821.8532817025942j),(156.22821673047636-599.3494249057921j),(520.6672886337044-49.07902841216109j),(79.42819265744615+596.5545986607386j),(-114.80167292192738-969.1039468281026j),(-372.12137913224734-540.71733763623j),(677.0777733699017+278.1653200649853j),(234.01776786398383-1119.860886820755j),(858.5339121253201+163.69372113836843j),(-345.8825440076433-846.8390830097956j),(630.4972346341735-401.4411731440211j)
240,(-267.8416101302044-789.5921169487455j),(156.89859447961996-589.1562997502566j),(483.76002592948834-78.71358181284441j),(78.04518328717872+566.2386298823913j),(-107.35838108574504-920.5562288149772j),(-356.28595941433736-512.9528256553341j),(655.5152402138684+300.8013887886478j),(214.8761371846252-1051.9444157389194j),(787.2168643544468+131.39498037455394j),(-356.1503458722072-809.7453850094661j),(603.054791646065-441.5536616448975j)
241,(-289.46658006219127-858.0322384114173j),(153.87229581175131-628.3092866485896j),(516.2044218548169-67.36395349463758j),(84.12503332990849+593.7529279564689j),(-130.27393425650004-966.8774414817351j),(-380.43002659969744-540.6164130083796j),(682.2093343610012+339.95968557643243j),(204.97638592683134-1119.4945110628557j),(827.6431828737003+133.03720687569552j),(-384.42288232834494-868.0764234010836j),(646.2165476308016-449.9495747605083j)
242,(-277.9008742076019-830.5368659374266j),(146.7844193454324-602.8741672644279j),(497.76534319185276-61.61028360070715j),(83.64886926196444+572.6360645785223j),(-110.39431771692593-936.9571738877238j),(-371.34161382647477-500.7853500492595j),(655.3723435082653+326.59584117794424j),(170.03518111454747-1075.0642394705765j),(818.8838215375579+117.34003414477647j),(-401.482776565823-840.6241581663489j),(615.0707690632178-421.46567313677957j)
243,(-265.67908812309184-847.6586144686028j),(150.2350916257992-615.4987839487209j),(495.643651672169-65.62261455178849j),(73.60434949179547+586.1238064922667j),(-132.01364978394142-962.969606406451j),(-377.89685889805776-524.99013517j),(651.6188053358753+327.02523471919284j),(208.29411012625425-1095.1322268474566j),(825.5829690592129+127.6884893267137j),(-388.92097800965087-856.7732111104134j),(604.5635223949575-436.0554593277818j)
244,(-263.744552610954-867.5321231245567j),(179.0524121677863-610.3134312302249j),(534.3390132556556-43.670994780181225j),(45.2827603407604+599.4316265608775j),(-103.88992065720736-1004.7483149976218j),(-373.4403453163587-549.6952495233871j),(662.7706589781253+362.1333380815534j),(247.94849322513056-1121.2041302527869j),(852.5735073423909+187.4691872929714j),(-362.24412808145007-887.887204057464j),(670.6879674138812-415.11570330747844j)
245,(-284.3361366082658-825.6521577596496j),(147.8536997265843-621.7190715029063j),(493.29855619224895-72.11681634443909j),(68.44218299665577+580.7892445929665j),(-129.22578200814917-933.699170094852j),(-382.0347794070366-522.0563673250226j),(660.2197832691406+316.9390133628205j),(184.13074150466952-1101.4441954622353j),(795.8460250992204+143.42798275119443j),(-403.83676546412954-824.5246306841327j),(602.9939673184492-441.4920541080964j)
246,(-238.6376640520626-847.9487554040696j),(167.91050212220986-607.8212573871508j),(505.88895279031766-30.4354308474986j),(38.2690269806465+572.4882841310855j),(-106.87721261106233-940.9524498285233j),(-367.012613558938-533.7898984808725j),(658.7366232175475+375.27669372494944j),(192.63310289855536-1045.276101848615j),(782.7597973563618+188.42674004167336j),(-334.126256095258-864.7385381707647j),(624.7995061256938-411.90478110149195j)
247,(-272.14438277324587-853.4825449328357j),(172.52724038780542-623.6809289441477j),(531.584532468869-39.53011708887243j),(35.85476684166547+595.0918687103064j),(-115.12618353450097-972.1603427857419j),(-369.8028604832551-546.4894213213494j),(673.9937275142624+375.20852896630913j),(226.50087892309543-1127.3724249016868j),(825.8121786020929+175.48924434831235j),(-362.458232817135-861.7855130563173j),(656.8869365126764-428.0583632682467j)
248,(-240.30365230398314-862.5814732059118j),(170.80412592884045-616.8805946417132j),(502.4323144604962-42.68984362018855j),(21.280382600115612+593.0026683347438j),(-97.42759911129693-963.3999306688445j),(-399.4423198300662-544.4358776764373j),(646.7018773123752+372.34851763515434j),(230.5593116170494-1099.5495534725926j),(820.9776997799366+192.34269086405965j),(-381.2897336661568-856.1737161510466j),(640.1174547332163-411.65546419822726j)
249,(-276.04658965392355-847.1513966109497j),(193.71490000861502-623.2733976772217j),(500.34401753155674-40.614636456438596j),(27.116609910125504+585.8240725402047j),(-96.0008867397069-935.3920394765107j),(-372.0482264296798-535.5948085997201j),(609.6672583543212+357.43625915261464j),(197.63328690046745-1102.607712396416j),(772.2649284503929+171.0154939464594j),(-362.3074099360687-828.6647475282438j),(630.1732378226865-403.22068435609606j)
250,(-251.63189249742123-875.4166759280102j),(199.8900137794412-595.1098844591543j),(497.1070635567703-10.608728198346066j),(-20.821860680492826+565.1894523431298j),(-81.83257646281791-944.2222395030656j),(-354.45950805851174-538.5101580429173j),(622.3282147679508+382.5700078025707j),(252.7409378944077-1074.1754630926382j),(776.1976291459874+227.50588864023706j),(-341.1538986943315-838.3161079095889j),(666.8308274271126-391.56235222299784j)
251,(-223.81961968410536-844.75337762289j),(204.983909824758-597.0100260045035j),(523.2307575744634-32.727734586584354j),(-3.4019029380978707+580.6257452094741j),(-81.69872216614509-975.4387034998302j),(-353.82430746982516-531.2303723588941j),(624.789858586098+405.51773460948084j),(249.45202043104254-1075.7320866481093j),(798.221500454994+235.60638133412778j),(-329.7294855560117-841.757633986358j),(654.1000428036433-389.85687061295596j)
252,(-246.16006477223272-930.8882697312927j),(186.8454233111298-624.9622080193551j),(522.4362966246565-9.094343759061353j),(-13.45686506207294+603.3990738057258j),(-106.96219561050148-981.0377415795087j),(-370.6917554871512-556.4493558935942j),(624.9625999662386+415.706507640076j),(240.55461090972517-1108.7895805096925j),(833.9088412389918+196.64651189722935j),(-387.5726957110753-860.5241101264446j),(662.1605197891008-381.8677797500701j)
253,(-247.76456004974668-839.678476613699j),(189.82793678672414-612.9602576969111j),(519.6477408616462-13.866748090768134j),(-17.111585256277706+596.3065016602045j),(-104.22065811750865-963.8500798835768j),(-376.48189344845355-538.0653634461689j),(619.2759157029286+410.4629501733058j),(237.1475967565728-1076.5762656206966j),(805.5710911034421+232.59086667217574j),(-373.27097694916245-849.5194442777744j),(656.3868885057341-399.8289791255619j)
254,(-261.2623864348549-846.336133672399j),(176.5772491557941-599.7806320859305j),(522.7251882085741-25.52147351982024j),(-3.4469188476334356+588.9610549451245j),(-124.02953587754756-966.9016952766661j),(-389.8558286054057-542.2955887061239j),(660.4398213332174+409.3994854601552j),(223.728031058839-1060.0250697327547j),(826.9526271423708+226.5217932088471j),(-406.5728458260172-870.0853661037444j),(695.58803833759-391.2538192327497j)
255,(-275.8044690909589-837.0654988161554j),(173.31233751292848-599.6188530779028j),(501.92281541670803-18.384753647651557j),(-17.167026393759507+590.2516325243703j),(-87.98732325810369-947.5822594283752j),(-363.3443593732343-535.7309935211529j),(651.9705201515018+425.08794533055044j),(245.3456118821413-1081.1235436158497j),(802.5022001958375+217.21488164207562j),(-348.6874789604444-837.9390902080092j),(650.5687999507242-379.88167193194687j)
256,(-223.90827398788423-882.778781397447j),(211.38668231925968-630.3664585325929j),(524.1789353877344+7.34838245011194j),(-46.17997752193151+597.8742376063053j),(-70.88377620976584-992.6208497617761j),(-374.00751634494486-552.7750300289333j),(626.7308824057039+454.3106751903194j),(286.59329118063124-1106.6631182346657j),(819.8536736838125+261.0342772289734j),(-356.18635938448375-903.8757966239014j),(706.86414320685-398.79222259962944j)
